District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,,,,,,
,Australia,"Salamander Bay, NSW Australia",6522,,,,,,,"FRC Team 3132 ""Thunder Down Under"" & Tomaree High School",,,,,,,
,Australia,"Condobolin, NSW Australia",6523,,,,,,,Condobolin High School,,,,,,,
,Australia,"Seville Grove, WA Australia",6524,,,,,,,Cecil Andrews Senior High School,,,,,,,
,Australia,"Sydney, NSW Australia",6525,,,,,,,Sydney TAFE,,,,,,,
,TX,"Garland, TX USA",6526,,,,,,,NASA/Texas Workforce Commission & Naaman Forest H S,,,,,,,
,FL,"Lake Mary, FL USA",6527,,,,,,,NASA & Seminole High School & Crooms Academy of Information Technology & Lake Brantley High School & Lyman High School & Lake Mary High School,,,,,,,
,MI,"Rockwood, MI USA",6528,,,,,,,Oscar A. Carlson High School,,,,,,,
,MA,"Roxbury Crossing, MA USA",6529,,,,,,,O'Bryant Sch Math/Science,,,,,,,
,AZ,"Phoenix, AZ USA",6530,,,,,,,Sunnyslope High School,,,,,,,
,MI,"Cedar Springs, MI USA",6531,,,,,,,Commercial Tool & Die&Cedar Springs High School,,,,,,,
,MI,"Detroit, MI USA",6532,,,,,,,Benjamin Carson High School of Science and Medicine,,,,,,,
,MI,"Beaverton, MI USA",6533,,,,,,,Beaverton High School,,,,,,,
,MI,"Grand Rapids, MI USA",6534,,,,,,,Grand Rapids Ellington Academy of Arts and Technology,,,,,,,
,CA,"Huntington Beach, CA USA",6535,,,,,,,Edison High,,,,,,,
,IA,"Vinton, IA USA",6536,,,,,,,West High School,,,,,,,
,Canada-ON,"Windsor, ON Canada",6537,,,,,,,Windsor Islamic High School,,,,,,,
,MI,"Ypsilanti, MI USA",6538,,,,,,,TeCat Performance/Carlisle-Wortman Associates/UAW Local 898&Lincoln Senior High School,,,,,,,
,Canada-QC,"Mont-Royal, QC Canada",6540,,,,,,,Argosy/Power Corporation/Hewitt/Commission Scolaire Marguerite-Bourgeoys (CSMB)&ECOLE PIERRE LAPORTE,,,,,,,
,France,"LA TALAUDIERE, 42 France",6541,,,,,,,Compagnons du devoir,,,,,,,
,KS,"Pittsburg, KS USA",6542,,,,,,,Pittsburg High School&Pittsburg High,,,,,,,
,VA,"Oakton, VA USA",6543,,,,,,,Pinnacle Academy,,,,,,,
,Canada-ON,"Amherstburg, ON Canada",6544,,,,,,,Family/Community,,,,,,,
,MI,"Tawas City, MI USA",6545,,,,,,,Tawas Area High School,,,,,,,
,UT,"Navajo Mountain, UT USA",6546,,,,,,,"L3 Technologies /American Indian Services/Sahara Cares/AndyMark/TrailersPlus/FRC Team 3132 ""Thunder Down Under"" /San Juan County Commission/Navajo Generating Station&Navajo Mountain High",,,,,,,
,TX,"Magnolia, TX USA",6547,,,,,,,Magnolia West H S & Magnolia West H S,,,,,,,
,MI,"Perry, MI USA",6548,,,,,,,Chem Trend&Perry High School,,,,,,,
,MI,"Caseville, MI USA",6549,,,,,,,Caseville High School,,,,,,,
,MI,"Evart, MI USA",6550,,,,,,,Evart High School,,,,,,,
,MI,"Houghton Lake, MI USA",6552,,,,,,,Houghton Lake Community Schools/Home Depot of Houghton Lake #2769 (Store Manager: Jeromy Werra)&Houghton Lake High School,,,,,,,
,CA,"Oxnard, CA USA",6553,,,,,,,Rio Mesa High,,,,,,,
,CA,"La Mirada, CA USA",6554,,,,,,,"PEI (Paulus Engineering, Inc)/AC Pro/Backman Investments LLC/Advance Lift Mortors/SI Mortorsports /Borjas Family/One Team Reality /Rad Custom Printing/Technicolor&Family/Community",,,,,,,
,MI,"Waldron, MI USA",6556,,,,,,,Waldron High School,,,,,,,
,MI,"Baraga, MI USA",6557,,,,,,,Baraga Area High School,,,,,,,
,MI,"Lanse, MI USA",6558,,,,,,,L'Anse Manufacturing/Re/Max Douglass - Chris DeForge 906-482-1000/Lake Superior Design&L'Anse High School,,,,,,,
,MI,"Bay City, MI USA",6559,,,,,,,Bay-Arenac Isd,,,,,,,
,CA,"Irvine, CA USA",6560,,,,,,,Family/Community,,,,,,,
,MI,"Scottville, MI USA",6561,,,,,,,Gateway to Success Academy,,,,,,,
,TX,"Mercedes, TX USA",6562,,,,,,,DELL/Texas Workforce Commission&Mercedes H S,,,,,,,
,Canada-BC,"Quesnel, BC Canada",6563,,,,,,,CORRELIEU SECONDARY SCHOOL,,,,,,,
,Canada-ON,"Woodbridge, ON Canada",6564,,,,,,,Tommy Douglas Secondary School,,,,,,,
,NC,"Arapahoe, NC USA",6565,,,,,,,NASA & Arapahoe Charter School,,,,,,,
,MI,"Madison Heights, MI USA",6566,,,,,,,Lamphere High School,,,,,,,
,MI,"Saint Clair Shores, MI USA",6567,,,,,,,Lake Shore High School,,,,,,,
,MI,"Decatur, MI USA",6568,,,,,,,Decatur High School,,,,,,,
,MI,"Ontonagon, MI USA",6569,,,,,,,"Lake Shore Systems, Inc./Great Lakes Sound & Vibration/Parsons of Eagle River, Ghevrolet & Buick/M & M Powersports/MEDC/American Doc Pros/Forever Flowers/WUPY Y101/The Taper Nook/Lake Superior Credit Union/Citizens State Bank/Nonesuch Gallery/Hawley Lumber Company/Blake's Auto Repair/Jim and Karen Bradley/Peninsula Graphics/Weisinger Forest Products/Hegg Plumbing and Heating/Ontonagon and White Pine Rotary Club/Domitrovich Insurance Agency /Michigan Department of Education/Syl's Cafe&Ontonagon Area Jr/Sr High School",,,,,,,
,MI,"Ottawa Lake, MI USA",6570,,,,,,,Michigan Department of Education&Whiteford High School,,,,,,,
,MI,"Lakeview, MI USA",6571,,,,,,,"W.B. Fabricators Lakeview, Mi. office 989-352-8206 cell 989-287-2658/PBS Personal Buisness Systems 4004 Chicago Dr.SW Grandville Mi 49418/Rays of Hope Grand Rapids, Mi.&Lakeview High School",,,,,,,
,MI,"Alanson, MI USA",6573,,,,,,,Alanson Public School,,,,,,,
,WI,"Whitewater, WI USA",6574,,,,,,,"Argosy Foundation/Kiwanis Whitewater Breakfast Club/Whitewater Kiwanis Foundation/MacLean-Fogg Component Solutions/Whitewater Manufacturing/HSI Rentals/Greater Whitewater Committee, Inc./Home Lumber/Kachel Financial Group/Dirk Maroske/Anonymous Community Members/Generac Power Systems/First Citizens State Bank/Wisconsin Makers&Whitewater High",,,,,,,
,Australia,"Tempe, NSW Australia",6575,,,,,,,Tempe High School,,,,,,,
,Australia,"Helensburgh, NSW Australia",6579,,,,,,,Komplete Kaos Inc,,,,,,,
,MI,"Marshall, MI USA",6580,,,,,,,Marshall Academy,,,,,,,
,MI,"Hancock, MI USA",6581,,,,,,,Hancock Central High School,,,,,,,
,MI,"Vestaburg, MI USA",6582,,,,,,,"Michigan Department of Education/Aggressive Tooling, Inc./Edmore Electric/FIRST of Michigan&Vestaburg Community High School",,,,,,,
,MI,"Plymouth, MI USA",6583,,,,,,,New School High,,,,,,,
,MD,"Kensington, MD USA",6584,,,,,,,NASA/Valboost/ATI (Ascend through Innovation)/Close.io/1st Choice Collision/Montgomery Adult Day Care & Academy of the Holy Cross,,,,,,,
,AZ,"Many Farms, AZ USA",6585,,,,,,,AZFirst/Steve Sanghi Family Foundation/James. A. Unruh Family Foundation&Many Farms High School,,,,,,,
,AR,"Texarkana, AR USA",6586,,,,,,,Arkansas High School,,,,,,,
,MI,"Lawton, MI USA",6588,,,,,,,Lawton High School,,,,,,,
,MI,"Bloomingdale, MI USA",6589,,,,,,,Sollman & Sons Mold & Tool Inc&Bloomingdale Middle and High School,,,,,,,
,NY,"Brooklyn, NY USA",6590,,,,,,,Transit Tech CTE High School,,,,,,,
,MI,"Stockbridge, MI USA",6591,,,,,,,Chem Trend/Alro Steel/Alro Plastics/Boss Engineering/DeMint Graphics/Carney Automotive/SRSLY/A.C. Allen/52 Landscape/Abbot & Fillmore - InsuranceMichigan.com/L & B Outlet/Hatch&Stockbridge High School,,,,,,,
,MI,"Lansing, MI USA",6592,,,,,,,Chem-Trend/Padnos&J.W. Sexton High School,,,,,,,
,NY,"Richmond Hill, NY USA",6593,,,,,,,Richmond Hill High School,,,,,,,
,MI,"Lansing, MI USA",6594,,,,,,,Everett High School,,,,,,,
,MI,"Lansing, MI USA",6595,,,,,,,Underground Printing/Chem-Trend/Padnos&Eastern High School,,,,,,,
,MI,"Saginaw, MI USA",6597,,,,,,,Saginaw Learn to Earn Academy,,,,,,,
,MI,"Northport, MI USA",6599,,,,,,,Northport Public School,,,,,,,
,MI,"Baldwin, MI USA",6600,,,,,,,Mason-Lake Oceana Mathematics and Science Center &Baldwin Senior High School,,,,,,,
,NY,"Staten Island, NY USA",6601,,,,,,,Family/Community,,,,,,,
,AR,"Little Rock, AR USA",6602,,,,,,,Mt St Mary Academy,,,,,,,
,Canada-SK,"Weyburn, SK Canada",6603,,,,,,,SOUTH EAST CORNERSTONE SCHOOL DIVISION 209,,,,,,,
,Mexico,"CULIACAN, SIN Mexico",6604,,,,,,,Argosy Foundation/Eurodrip /Antartic ice/Industrias Recio&UNIVERSIDAD TECMILENIO CAMPUS CULIACAN,,,,,,,
,Mexico,"Cuernavaca, MOR Mexico",6605,,,,,,,Universidad Tecmilenio Campus Cuernavaca,,,,,,,
,Mexico,"Metepec, MEX Mexico",6606,,,,,,,Universidad Tecmilenio Campus Toluca/General Motors México/Boeing/Solidworks/Rockwell Automation/Argosy Foundation/SimpleWater/CNCMEXICO/EQUALITY/RIDGID/PINKHAWKS MENTORS&UNIVERSIDAD TECMILENIO ,,,,,,,
,Mexico,"Veracruz, VER Mexico",6607,,,,,,,Universidad Tecmilenio Campus Veracruz,,,,,,,
,Mexico,"Tlaquepaque, JAL Mexico",6608,,,,,,,UNIVERSIDAD TECMILENIO CAMPUS GUADALAJARA SUR,,,,,,,
,FL,"Live Oak, FL USA",6609,,,,,,,Suwannee High School,,,,,,,
,MI,"Burton, MI USA",6610,,,,,,,Bendle High School,,,,,,,
,MI,"Au Gres, MI USA",6611,,,,,,,Au Gres-Sims Middle and High School,,,,,,,
,CA,"Antioch, CA USA",6612,,,,,,,Deer Valley High,,,,,,,
,WI,"Hurley, WI USA",6613,,,,,,,Hurley High,,,,,,,
,Turkey,"?STANBUL, 34 Turkey",6614,,,,,,,TED ?STANBUL KOLEJ? VAKFI ÖZEL Ö?RET?M KURUMLARI ?KT?SAD? ??LETMES?&TED ISTANBUL COLLEGE FOUNDATION PRIVATE HIGH SCHOOL,,,,,,,
,MI,"Belleville, MI USA",6615,,,,,,,Belleville High School,,,,,,,
,MI,"Detroit, MI USA",6616,,,,,,,Western International High School,,,,,,,
,MA,"Bellingham, MA USA",6617,,,,,,,NASA & Bellingham High School,,,,,,,
,MI,"Flat Rock, MI USA",6618,,,,,,,Jamison Industries Inc./Flat Rock Metal/The Metty Family&Flat Rock Community High School,,,,,,,
,CA,"Livermore, CA USA",6619,,,,,,,Livermore High,,,,,,,
,RI,"Slatersville, RI USA",6620,,,,,,,NASA/Control Automation Group/National Marker Corporation & North Smithfield High School,,,,,,,
,NY,"Chatham, NY USA",6621,,,,,,,Chatham High School,,,,,,,
,Canada-QC,"Outremont, QC Canada",6622,,,,,,,Fondation du Collège Stanislas/ApescM/Argosy Foundation/Savoir faire linux/Mon sérum/Rona CDN&COLLEGE STANISLAS,,,,,,,
,Morocco,"Meknès, MEK Morocco",6623,,,,,,,Ecole Supérieure de Génie Civil et des Nouvelles Technologies,,,,,,,
,WI,"Marinette, WI USA",6624,,,,,,,Marinette High,,,,,,,
,SC,"Andrews, SC USA",6626,,,,,,,Andrews High,,,,,,,
,MI,"Niles, MI USA",6627,,,,,,,JR Automation Technologies/Argosy Foundation/Cottage Inn Pizza of Niles/State of Michigan&Niles Senior High School,,,,,,,
,MN,"Kerkhoven, MN USA",6628,,,,,,,Argosy Foundation/Geoff Martha - Medtronic Executive&Kerkhoven Secondary,,,,,,,
,IA,"La Porte City, IA USA",6630,,,,,,,John Deere/FIRST/Leighty Fund/DuPont Pioneer ,,,,,,,
,MI,"Reese, MI USA",6631,,,,,,,Reese High School,,,,,,,
,Canada-ON,"Toronto, ON Canada",6632,,,,,,,Northview Heights Secondary School,,,,,,,
,MI,"Detroit, MI USA",6633,,,,,,,Detroit Delta Preparatory Academy for Social Justice,,,,,,,
,Mexico,"San Nicolás de los Garza, NLE Mexico",6634,,,,,,,HQ ROOKIE GRANT/BOEING&Universidad Tecmilenio Campus San Nicolás ,,,,,,,
,MI,"Jackson, MI USA",6635,,,,,,,Jackson Preparatory & Early College,,,,,,,
,NY,"Jamaica, NY USA",6636,,,,,,,NASA & Jamaica Gateway to the Sciences,,,,,,,
,MI,"Carney, MI USA",6637,,,,,,,North Menominee County Community Schools&Carney-Nadeau School,,,,,,,
,MI,"Middleton, MI USA",6638,,,,,,,Fulton High School,,,,,,,
,NC,"Hickory, NC USA",6639,,,,,,,Duke Energy &Saint Stephens High,,,,,,,
,AR,"Mayflower, AR USA",6640,,,,,,,Arkansas FIRST Incorporate/Exxon Mobile/Molex&Mayflower High School,,,,,,,
,Turkey,"Istanbul, 34 Turkey",6641,,,,,,,Galatasaray High School,,,,,,,
,MI,"Harrison, MI USA",6642,,,,,,,Harrison Community High School,,,,,,,
,WI,"Racine, WI USA",6643,,,,,,,Walden Iii High,,,,,,,
,CA,"Rocklin, CA USA",6644,,,,,,,Rocklin High,,,,,,,
,TX,"Crosby, TX USA",6645,,,,,,,Texas Workforce Commision/Bezos Family Foundation&Crosby High School,,,,,,,
,TX,"Belton, TX USA",6646,,,,,,,Henry T Waskow H S,,,,,,,
,Mexico,"MONTERREY, NLE Mexico",6647,,,,,,,General Motors GM/I-CTEC/NEXON/Ferro Alloys de México SA de CV/Sieena Software S. de R.L. de C.V./Sigma Alimentos&ITESM PREPA TEC EUGENIO GARZA LAGUERA Y VALLE ALTO,,,,,,,
,NY,"Ozone Park, NY USA",6648,,,,,,,John Adams High School,,,,,,,
,MI,"Saint Helen, MI USA",6649,,,,,,,C.O.O.R. Isd,,,,,,,
,CA,"Fresno, CA USA",6650,,,,,,,Fresno High,,,,,,,
,IL,"Sterling, IL USA",6651,,,,,,,Sterling High School,,,,,,,
,Mexico,"Monterrey, NLE Mexico",6652,,,,,,,Bendix Commercial Vehicle Systems/OverClockers IT /Infraestructura Inteligente & Universidad Autonoma de Nuevo León & Facultad de Ingeniería Mecánica y Eléctrica,,,,,,,
,Australia,"West Wyalong, NSW Australia",6653,,,,,,,West Wyalong High School,,,,,,,
,TN,"Knoxville, TN USA",6654,,,,,,,Steel Plate Fabricators/Rimmer Bros. Inc. /Jacobs Insurance/Alcoa/TVA/ORNL UT-Battelle/Knox County Schools&Central High School,,,,,,,
,TX,"Arlington, TX USA",6655,,,,,,,Texas Workforce Comission/Lockheed Martin&Sam Houston H S,,,,,,,
,AZ,"Payson, AZ USA",6656,,,,,,,Payson Pet Club/Payson Concrete and Materials /Smart Systems /Sam and Barbara Brewer/Threads Local Print Shop Payson /Safeway Payson/Payson Elks/Anderson Dental/Sawmill Theatre/Notary Services of Payson/Wal-Mart Payson/Rim Country Pet Salon&Payson Center for Success High School,,,,,,,
,CA,"Visalia, CA USA",6657,,,,,,,University Preparatory High,,,,,,,
,CA,"Los Angeles, CA USA",6658,,,,,,,Boeing&Eagle Rock High,,,,,,,
,CA,"Escondido, CA USA",6659,,,,,,,NASA & Escondido High,,,,,,,
,MO,"Saint Louis, MO USA",6660,,,,,,,Nerinx Hall High School,,,,,,,
,CA,"Pleasant Hill, CA USA",6662,,,,,,,Tesoro&College Park High,,,,,,,
,MN,"Onamia, MN USA",6663,,,,,,,Onamia Secondary,,,,,,,
,TX,"Pharr, TX USA",6664,,,,,,,DELL Corp.&Teenage Parent Prog,,,,,,,
,CA,"Monterey, CA USA",6665,,,,,,,NASA & Santa Catalina School,,,,,,,
,Mexico,"Guadalupe, NLE Mexico",6666,,,,,,,Gobierno de Ciudad Guadalupe Nuevo León/Argosy Foundation/Museo del Acero Horno3/Planetario ALFA/Hagámoslo Bien/The Boeing Company/Guadalupe Jóven/Secretaría de Educación del Estado de Nuevo León/Instituto de la Juventud del Estado de Nuevo León/Congreso del Estado de Nuevo León LXXIV&Universidad Tecmilenio Campus Guadalupe,,,,,,,
,PA,"Chester, PA USA",6667,,,,,,,STEM Academy at Showalter & STEM Academy at Showalter,,,,,,,
,CA,"Hesperia, CA USA",6668,,,,,,,Hesperia High,,,,,,,
,FL,"Delray Beach, FL USA",6669,,,,,,,Atlantic High School,,,,,,,
,WI,"Milwaukee, WI USA",6670,,,,,,,Bay View High,,,,,,,
,TX,"Fort Worth, TX USA",6671,,,,,,,Diamond Hill-Jarvis H S,,,,,,,
,TX,"Irving, TX USA",6672,,,,,,,Cistercian Preparatory School,,,,,,,
,Canada-AB,"Glenevis, AB Canada",6673,,,,,,,Alexis Elementary Jr/Sr High School,,,,,,,
,AZ,"Phoenix, AZ USA",6674,,,,,,,Maricopa Institute of Technology,,,,,,,
,CT,"New Britain, CT USA",6675,,,,,,,CREC Academy of Science and Innovation,,,,,,,
,Mexico,"Obregón, SON Mexico",6676,,,,,,,Universidad Tecmilenio Campús Cd. Obregón,,,,,,,
,MS,"Pascagoula, MS USA",6677,,,,,,,Pascagoula-Gautier School District/Argosy Foundation/Mississippi Power /New York Pizza-Pascagoula/Jerry Lee's Grocery - Pascagoula&Pascagoula High School&Pascagoula-Gautier College and Career Technical Instititute,,,,,,,
,Canada-AB,"Calgary, AB Canada",6679,,,,,,,Family/Community,,,,,,,
,ID,"Pocatello, ID USA",6680,,,,,,,Idaho State University TRIO Programs,,,,,,,
,Canada-YT,"Whitehorse, YT Canada",6681,,,,,,,F.H. COLLINS SECONDARY SCHOOL,,,,,,,
,NM,"La Luz, NM USA",6682,,,,,,,Family/Community,,,,,,,
,AZ,"Glendale, AZ USA",6683,,,,,,,Kevin English/Greg Rinala/FIRST Robotics/Az FIRST/The Moore Family/Jayme Fitzpatrick/West MEC/Deirdre Hammond/Bruce Moore/Steve Sanghi Family Foundation /James. A. Unruh Family Foundation&Mountain Ridge High School,,,,,,,
,TX,"Carrizo Springs, TX USA",6684,,,,,,,Carrizo Springs H S,,,,,,,
,FL,"West Palm Beach, FL USA",6685,,,,,,,NASA/NextEra Energy Inc./National Aeronautics and Space Administration (NASA)/POSCO INC. & Royal Palm Beach High School,,,,,,,
,FL,"West Palm Beach, FL USA",6686,,,,,,,DePuy Synthes Products /K & M Construction&Palm Beach Central High School,,,,,,,
,TX,"Garland, TX USA",6687,,,,,,,Kids Robotech club /Techno wiz Kids&Garland H S,,,,,,,
,CA,"San Jose, CA USA",6688,,,,,,,Cisco Systems/West Valley College/The Brin Wojcicki Foundation/TechShop/HP&Family/Community,,,,,,,
,Mexico,"Mexico City , DIF Mexico",6689,,,,,,,Conalep Xochimilco ,,,,,,,
,NH,"Penacook, NH USA",6690,,,,,,,"Gomez and Sullivan Engineers/Commercial Asset Solution, Inc./CyberBenchPro&Merrimack Valley High School",,,,,,,
,NH,"Wolfeboro, NH USA",6691,,,,,,,New Valence Robotics&Brewster Academy,,,,,,,
,CA,"San Bernardino, CA USA",6692,,,,,,,Bill Lemann&Aquinas High School,,,,,,,
,SC,"Columbia, SC USA",6693,,,,,,,Ridge View High,,,,,,,
,Mexico,"Mexicali, BCN Mexico",6694,,,,,,,Auto Productos Aguilar S de R.L. de C.V./Cafe Club International S de R.L. de C.V./Club Zorros A.C./Deustsch Ge Boren/Regidores del XXI Ayuntamiento de Mexicali&Preparatoria y Universidad 16 de Septiembre &Centro de Bachillerato Tecnológico Industrial y de Servicios #21 ( CBTIS 21),,,,,,,
,CA,"San Marcos, CA USA",6695,,,,,,,"Qualcomm/Nordson Corporation Foundation/ViaSat, Inc./SolidWorks/Robolink/The Tran Family&San Marcos High",,,,,,,
,OR,"Corbett, OR USA",6696,,,,,,,Corbett School,,,,,,,
,Turkey,"?STANBUL, 34 Turkey",6697,,,,,,,ÖZEL ÇEKMEKÖY AVRUPA KOLEJ?,,,,,,,
,CA,"Atwater, CA USA",6699,,,,,,,NASA/BCHS ASSETS Program/Buhach Colony Pacific Club/Buhach Colony Agriculture/Turning Point Industries & Buhach Colony High,,,,,,,
,Canada-AB,"Calgary, AB Canada",6700,,,,,,,Lester B. Pearson High School,,,,,,,
,Canada-SK,"Moose Jaw, SK Canada",6701,,,,,,,Phoenix Academy,,,,,,,
,Mexico,"Tlajomulco de Zuñiga, JAL Mexico",6702,,,,,,,"ITESM (Instituto Tecnologico de Estudios Superiores de Monterrey) &ITESM, PREPA TEC SANTA ANITA",,,,,,,
,Canada-BC,"Prince George, BC Canada",6703,,,,,,,PRINCE GEORGE SECONDARY SCHOOL,,,,,,,
,HI,"Honolulu, HI USA",6704,,,,,,,Mid Pacific Institute - High School,,,,,,,
,GA,"Atlanta, GA USA",6705,,,,,,,Mohawk Industries/Griffith Engineering/Paragon Construction&Dunwoody High School,,,,,,,
,China,"Shenzhen, 44 China",6706,,,,,,,"Shenzhen Senior High School Group/Shenzhen Longing Innovative Aviation Technology Co., Ltd./MEIYA BUSINESS TRAVEL GROUP/UBTECH Robotics Corp/GIONEE /USI Electronics (Shenzhen) Co., Ltd&Shenzhen Senior High School",,,,,,,
,MN,"Renville, MN USA",6707,,,,,,,Renville County West Senior High,,,,,,,
,Mexico,"Almoloya del Rio, MEX Mexico",6708,,,,,,,"Daimler México/Tornillos Victoria/BBraun Aesculap/Edutk/ITAC Asociacion de Industriales Tianguistenco/Red Pack/CONALEP Estado de México&Colegio de Eucacion Profesional Tecnica, CONALEP Estado de Mexico",,,,,,,
,MN,"Big Lake, MN USA",6709,,,,,,,Big Lake Senior High,,,,,,,
,GA,"Atlanta, GA USA",6710,,,,,,,United Technologies/Georgia Power Company&Banneker High School&Westlake High School,,,,,,,
,CA,"Atwater, CA USA",6711,,,,,,,NASA & Atwater High,,,,,,,
,GA,"Chatsworth, GA USA",6712,,,,,,,NASA & North Murray High School,,,,,,,
,GA,"Augusta, GA USA",6714,,,,,,,Johnson Magnet,,,,,,,
,GA,"Hephzibah, GA USA",6715,,,,,,,Hephzibah High School,,,,,,,
,GA,"Augusta, GA USA",6716,,,,,,,Academy of Richmond County High School,,,,,,,
,UT,"Castle Dale, UT USA",6717,,,,,,,Emery High,,,,,,,
,CA,"Oakland, CA USA",6718,,,,,,,Oakland Technical High,,,,,,,
,Canada-BC,"Vancouver, BC Canada",6719,,,,,,,PRINCE OF WALES SECONDARY SCHOOL,,,,,,,
,MN,"Walker, MN USA",6720,,,,,,,Walker-Hackensack-Akeley Sec.,,,,,,,
,IN,"Indianapolis, IN USA",6721,,,,,,,Charles a Tindley Accelerated Sch,,,,,,,
,FL,"Land O Lakes, FL USA",6722,,,,,,,FACTS Engineering /Brothers Powder Coating&Sunlake High School,,,,,,,
,MA,"Williamstown, MA USA",6723,,,,,,,Mt Greylock Reg High,,,,,,,
,Canada-AB,"Red Deer, AB Canada",6724,,,,,,,ECOLE SECONDAIRE LINDSAY THURBER COMPREHENSIVE HIGH SCHOOL,,,,,,,
,Canada-ON,"London, ON Canada",6725,,,,,,,WESTMINSTER SECONDARY SCHOOL,,,,,,,
,TX,"Belton, TX USA",6727,,,,,,,Texas Workforce Commission/Belton High School/Top Frog Diesel/Print It/RoboPromo&Belton H S,,,,,,,
,AR,"Morrilton, AR USA",6728,,,,,,,Morrilton Sr. High School & Sacred Heart Catholic School,,,,,,,
,NC,"Lumberton, NC USA",6729,,,,,,,NASA/Duke Energy & Psrc Early College at Rcc,,,,,,,
,OK,"Oklahoma City, OK USA",6730,,,,,,,Crossings Christian School,,,,,,,
,MA,"Belmont, MA USA",6731,,,,,,,"Corindus Vascular Robotics/Hillside True Value/Turf Equipment Plus/Bluefin Studios, inc&Family/Community",,,,,,,
,WI,"Bruce, WI USA",6732,,,,,,,Rockwell Automation&Bruce High,,,,,,,
,TX,"Pharr, TX USA",6733,,,,,,,Texas Workforce Commission/Dell&Home School,,,,,,,
,Australia,"Sydney, NSW Australia",6734,,,,,,,FRC Team 3132/Sydney TAFE&Family/Community,,,,,,,
,Israel,"AKKO, Z Israel",6736,,,,,,,ROY GESHER METALS LTD/isreali navy&kziniy-yam aco,,,,,,,
,Israel,"HAIFA, HA Israel",6737,,,,,,,?????? ????/???? ??? ?????/???? ?????? ???? ????? ?? ????&Atid Tech Center,,,,,,,
,Israel,"Modi'in, JM Israel",6738,,,,,,,"Yeshivat Bnei Akiva Lapid ""Torat Nahum"" Modi'in",,,,,,,
,Israel,"tel sheva, D Israel",6739,,,,,,,Amal tel shevaa,,,,,,,
,Israel,"pardes hana, HA Israel",6740,,,,,,,shvlim,,,,,,,
,Israel,"rishon le tzion, TA Israel",6741,,,,,,,Tichon Hadash Darca Bat Yam,,,,,,,
,MI,"Westland, MI USA",6742,,,,,,,Universal Learning Academy,,,,,,,
,FL,"Fort Myers, FL USA",6743,,,,,,,Dunbar High School,,,,,,,
,MO,"Saint Louis, MO USA",6744,,,,,,,Mehlville High School,,,,,,,
,NY,"Syosset, NY USA",6746,,,,,,,Our Lady of Mercy Academy,,,,,,,
